RPU,Sitio,Mes,Año,SUBTOTAL,IVA 8%,DAP,Cargos y depósitos,Créditos y redondeos,TOTAL RECIBO,KWH,KVARH,Consumo base,Consumo inter,Consumo punta,"TOTAL KWh (suma b,i,p)",Demanda Base,Demanda intermedia,Demanda punta,Factor de potencia,Factor de carga,Carga contratada (KW)
599050501000,48-R,Enero,2025,2605.04,208.3704,1150.0,0.0,-0.4104,3963.0,84.0,213.0,29.0,44.0,11.0,84.0,1.0,1.0,1.0,36.69,1.12,100.0
599050501000,48-R,Febrero,2025,2557.26,204.5926,1150.0,0.0,0.1474,3912.0,76.0,190.0,27.0,39.0,10.0,76.0,1.0,1.0,1.0,37.14,1.13,100.0
599050501000,48-R,Abril,2025,2901.08,232.0741,1150.0,0.0,-0.1541,4283.0,50.0,135.0,14.0,23.0,3.0,40.0,1.0,1.0,1.0,28.41,0.66,100.0
599050501000,48-R,Julio,2025,99393.11,7951.4074,1150.0,0.0,-0.5174,108494.0,41931.0,17118.0,13575.0,25752.0,2604.0,41931.0,58.0,58.0,58.0,92.58,9.71,100.0
599050501000,48-R,Agosto,2025,100508.05,8040.6667,1150.0,0.0,0.2833,109699.0,41931.0,17269.0,14515.0,25380.0,2388.0,42283.0,60.0,60.0,60.0,92.58,9.47,100.0
599050501018,50-R,Enero,2025,174074.38,13925.9259,1150.0,0.0,-0.3059,189150.0,76385.0,28417.0,26055.0,40448.0,9882.0,76385.0,105.0,105.0,105.0,93.72,9.77,100.0
599050501018,50-R,Febrero,2025,161822.23,12945.7778,1150.0,0.0,-0.0078,175918.0,68577.0,29459.0,24105.0,35899.0,8573.0,68577.0,104.0,104.0,104.0,91.88,9.81,100.0
599050501018,50-R,Abril,2025,167840.03,13427.1852,1150.0,0.0,-0.2152,182417.0,72399.0,25699.0,20614.0,35796.0,3578.0,59988.0,104.0,104.0,104.0,91.92,9.61,100.0
599050501018,50-R,Julio,2025,172625.25,13810.0,1150.0,0.0,-0.25,187585.0,73131.0,16071.0,23584.0,44994.0,4553.0,73131.0,104.0,105.0,105.0,97.67,9.36,100.0
599050501018,50-R,Agosto,2025,176253.31,14100.2963,1150.0,0.0,0.3937,191504.0,73131.0,20959.0,26146.0,45265.0,4327.0,75738.0,105.0,105.0,105.0,96.38,9.69,100.0
599130601536,52-R,Enero,2025,87645.1,7011.6296,0.0,0.0,0.2704,94657.0,30802.0,12948.0,9368.0,16825.0,4609.0,30802.0,138.0,139.0,138.0,92.19,2.97,180.0
599130601536,52-R,Febrero,2025,214606.49,17168.5185,0.0,0.0,-0.0085,231775.0,90903.0,36266.0,32002.0,47811.0,11090.0,90903.0,137.0,138.0,140.0,92.88,9.66,180.0
599130601536,52-R,Abril,2025,223116.55,17849.3333,0.0,0.0,0.1167,240966.0,96418.0,32109.0,26823.0,49177.0,4940.0,80940.0,139.0,139.0,139.0,92.95,9.7,180.0
599130601536,52-R,Julio,2025,2429.3,194.3704,0.0,0.0,0.3296,2624.0,381.0,492.0,127.0,230.0,24.0,381.0,1.0,1.0,1.0,61.23,5.12,180.0
599130601536,52-R,Agosto,2025,2410.08,192.8148,0.0,0.0,0.1052,2603.0,381.0,489.0,139.0,236.0,23.0,398.0,1.0,1.0,1.0,63.12,5.34,180.0
599050501026,54-R,Enero,2025,2045.82,163.6296,1150.0,0.0,-0.4496,3359.0,148.0,222.0,57.0,67.0,24.0,148.0,1.0,1.0,1.0,55.47,1.98,104.0
599050501026,54-R,Febrero,2025,2024.31,162.0,1150.0,0.0,0.69,3337.0,128.0,196.0,51.0,57.0,20.0,128.0,1.0,1.0,1.0,54.68,1.9,104.0
599050501026,54-R,Abril,2025,2047.96,163.7778,1150.0,0.0,-0.7378,3361.0,135.0,173.0,45.0,57.0,9.0,111.0,1.0,1.0,1.0,54.0,1.85,104.0
